Date,ta,tg,tmrt,ideal_ta,max_temp,min_temp,outdoor_temp,rh,as,pmv,lux,ideal_rh,ideal_as
1/01/2019,25.36527794,25.51241459,25.56896931,22,31.4,21.7,26.55,54.94846555,0.041491604,0.788216561,173.0943833,50,0.15
2/01/2019,24.70066807,24.82057478,24.87427927,22,29.7,21.1,25.4,56.2973217,0.042645501,0.626602468,159.4083659,50,0.15
3/01/2019,24.19423577,24.30900371,24.36066832,22,28.5,21,24.75,59.08508663,0.04222927,0.521410891,114.5457921,50,0.15
4/01/2019,24.06441065,24.16395437,24.19668251,22,31.4,20.5,25.95,58.23162231,0.039291825,0.477534854,118.8434728,50,0.15
5/01/2019,25.62603301,25.71888924,25.75395113,22,37.4,22,29.7,58.19358934,0.03680292,0.877340527,53.80672802,50,0.15
6/01/2019,25.39846276,25.45554992,25.47158479,22,22.1,17.9,20,59.11600634,0.030131854,0.825451664,21.33343899,50,0.15
7/01/2019,24.2060703,24.27131729,24.295095,22,23.7,18.2,20.95,58.209943,0.045294807,0.502564915,94.92146928,50,0.15
8/01/2019,24.27911493,24.3734766,24.43007323,22,29.3,20.7,25,59.45845272,0.048323464,0.533810888,121.6526584,50,0.15
9/01/2019,24.5576994,24.64262472,24.68156657,22,30,20.5,25.25,60.93835399,0.048460439,0.614108675,127.6781061,50,0.15
10/01/2019,23.97702332,24.0546886,24.08990418,22,22.4,20.6,21.5,59.61034813,0.046527946,0.451612903,90.38007027,50,0.15
11/01/2019,23.84414749,23.93878033,23.99343839,22,27.7,20.1,23.9,59.54018279,0.047095808,0.422092657,97.49889694,50,0.15
12/01/2019,25.35074556,25.42921637,25.46852792,22,29.6,20.6,25.1,60.58756345,0.043405774,0.817703046,69.94701777,50,0.15
13/01/2019,26.06546032,26.13172381,26.16046032,22,27.7,21.3,24.5,60.56031746,0.043784762,1.000666667,65.66793651,50,0.15
14/01/2019,24.72179365,24.82844762,24.88960952,22,29,21.4,25.2,58.59968254,0.056744762,0.635714286,123.6514286,50,0.15
15/01/2019,24.52180952,24.64627619,24.72836508,22,29.7,22.1,25.9,58.78031746,0.055754921,0.589555556,133.5961905,50,0.15
16/01/2019,24.46997395,24.58755454,24.6541029,22,30.7,21.8,26.25,59.15304461,0.051217519,0.582220775,135.9176164,50,0.15
17/01/2019,24.18782289,24.27743437,24.30919846,22,29.5,22.4,25.95,58.12915646,0.043064403,0.502415121,131.140707,50,0.15
18/01/2019,24.15785514,24.25495451,24.29124913,22,31.7,22.6,27.15,57.97550735,0.040526242,0.49580126,135.7323303,50,0.15
19/01/2019,25.44733732,25.50391488,25.52475554,22,26.2,23.3,24.75,58.25958495,0.033232853,0.82711924,35.55821316,50,0.15
20/01/2019,25.97985669,26.03159734,26.05024117,22,26.8,20.7,23.75,58.49772807,0.036003495,0.965955959,44.55085634,50,0.15
21/01/2019,24.6121958,24.67452098,24.69261538,22,26.7,21.5,24.1,58.12482517,0.049178322,0.598986014,120.9195804,50,0.15
22/01/2019,24.43581322,24.51837356,24.55343477,22,29.6,21.7,25.65,58.2416929,0.046227352,0.561525009,151.6621196,50,0.15
23/01/2019,24.20885435,24.28250786,24.30478519,22,29.4,21.7,25.55,58.1938526,0.041601816,0.503877052,122.2958435,50,0.15
24/01/2019,24.03208595,24.11382949,24.1487631,22,27.8,21.6,24.7,58.39308176,0.043315863,0.457651992,115.4968553,50,0.15
25/01/2019,24.16309415,24.24429121,24.28126006,22,30.7,21.9,26.3,58.80819041,0.044249212,0.499894995,145.4322716,50,0.15
26/01/2019,25.93198897,25.99378309,26.02712868,22,34.6,22.7,28.65,59.98786765,0.039627206,0.968529412,60.08235294,50,0.15
27/01/2019,26.4760883,26.557622,26.61796282,22,34.1,22.9,28.5,59.60263362,0.031278079,1.11742835,136.1572424,50,0.15
28/01/2019,27.11296125,27.15457874,27.16831141,22,30.3,22.6,26.45,59.05474582,0.040918948,1.260504799,104.8684678,50,0.15
29/01/2019,26.89926566,26.92804896,26.92977322,22,30.4,22.3,26.35,57.28833693,0.04800216,1.180201584,140.8020158,50,0.15
30/01/2019,25.31211871,25.35255396,25.36084892,22,28.6,22.3,25.45,57.3057554,0.057403597,0.761007194,133.7147482,50,0.15
31/01/2019,24.75532523,24.83004646,24.8530772,22,39.7,22.4,31.05,57.32058613,0.047881344,0.633523946,134.9145818,50,0.15
1/02/2019,24.17139188,24.26362903,24.30934588,22,22.2,18.1,20.15,57.28136201,0.04905227,0.486170848,98.36887694,50,0.15
2/02/2019,25.1518213,25.20469883,25.22411933,22,26.5,18,22.25,58.38652583,0.038359692,0.748615472,44.58920925,50,0.15
3/02/2019,26.42421783,26.47185571,26.49036767,22,29.6,21.3,25.45,59.01491502,0.039826916,1.084009712,99.7391606,50,0.15
4/02/2019,24.86530899,24.9385639,24.96383427,22,28.5,21.1,24.8,57.41573034,0.054271419,0.66011236,136.4259129,50,0.15
5/02/2019,24.40291856,24.47797623,24.50969941,22,29.4,22.3,25.85,57.66165676,0.050465921,0.542642433,126.620762,50,0.15
6/02/2019,24.46955369,24.55036235,24.58575784,22,29.6,21.8,25.7,58.07423774,0.052361025,0.561997349,30.54661953,50,0.15
7/02/2019,24.15681208,24.2537472,24.29527964,22,29.6,21.9,25.75,58.10924683,0.050593214,0.488926174,134.8896346,50,0.15
8/02/2019,24.13697181,24.20648799,24.23752872,22,31.1,22,26.55,58.00034807,0.047422555,0.481030282,130.0410721,50,0.15
9/02/2019,25.14629358,25.1988424,25.21258717,22,31.1,20.4,25.75,58.11471409,0.036903417,0.74790795,117.0652022,50,0.15
10/02/2019,26.15975405,26.23394676,26.26773148,22,25.8,18.1,21.95,54.53645833,0.037004919,0.985474537,96.89525463,50,0.15
11/02/2019,24.7350063,24.85909578,24.91174858,22,28,16.9,22.45,54.43982357,0.048384688,0.619439193,116.3437303,50,0.15
12/02/2019,24.56485714,24.7402381,24.81722857,22,35.7,19.4,27.55,46.96380952,0.043979683,0.532888889,116.9853968,50,0.15
13/02/2019,24.36607494,24.53344236,24.5985805,22,26.7,18.8,22.75,50.40457288,0.04666402,0.497522236,124.2172118,50,0.15
14/02/2019,24.03384547,24.19654086,24.27128083,22,27.4,17.2,22.3,52.38068351,0.042316493,0.435631501,102.0528975,50,0.15
15/02/2019,24.0413862,24.208798,24.29389635,22,27.8,17.6,22.7,53.75928817,0.046960662,0.441867,115.8195442,50,0.15
16/02/2019,25.53296249,25.67101716,25.73020025,22,29.5,18.7,24.1,53.93324857,0.036079784,0.827240941,53.86617928,50,0.15
17/02/2019,26.33999362,26.46203639,26.51446537,22,29.2,18.8,24,55.84966486,0.040528886,1.049984041,68.45355889,50,0.15
18/02/2019,24.80347716,24.95607234,25.03786485,22,30.3,20.5,25.4,56.67068528,0.053945431,0.657074873,127.8556472,50,0.15
19/02/2019,24.4573105,24.62338725,24.71119886,22,29.9,22,25.95,57.50935617,0.048067872,0.579797019,105.0183952,50,0.15
20/02/2019,23.89928865,24.05110971,24.12507113,22,22,18.7,20.35,58.67404363,0.044343977,0.440531141,86.24280746,50,0.15
21/02/2019,23.84056818,23.99458018,24.07034091,22,22.7,19.5,21.1,58.69728535,0.042674558,0.430366162,89.37563131,50,0.15
22/02/2019,23.65007225,23.79667652,23.8648243,22,22.8,18.5,20.65,58.41871921,0.042404926,0.375829228,123.8824302,50,0.15
23/02/2019,24.44722997,24.55766899,24.59033798,22,21.2,18.4,19.8,57.92508711,0.027119164,0.578083624,30.29651568,50,0.15
24/02/2019,25.20234538,25.31774496,25.3536032,22,26.1,18.4,22.25,54.97880473,0.031288047,0.749687283,71.9409312,50,0.15
25/02/2019,24.08915562,24.2105792,24.2613224,22,27,19,23,54.20830426,0.048557572,0.452198186,149.3436846,50,0.15
26/02/2019,23.86040838,23.99466318,24.05057941,22,28.4,16,22.2,55.24502618,0.045624433,0.399895288,164.9371728,50,0.15
27/02/2019,23.87589153,23.99331443,24.04573201,22,27.2,18.6,22.9,56.5416519,0.044207373,0.41325771,143.8014888,50,0.15
28/02/2019,23.93660076,24.05835588,24.10680888,22,29.1,19.9,24.5,56.82067291,0.040382934,0.436524454,142.7533819,50,0.15
1/03/2019,23.88496521,23.99065066,24.03717815,22,28.9,20.8,24.85,57.18719555,0.042860821,0.421746695,132.8785665,50,0.15
2/03/2019,25.55235548,25.64595691,25.67890844,22,28.8,20.2,24.5,58.03949731,0.036332496,0.862441652,79.26211849,50,0.15
3/03/2019,26.43326616,26.52673384,26.55844336,22,28.4,20,24.2,55.85753996,0.04137943,1.065844336,97.95205003,50,0.15
4/03/2019,24.65083652,24.75067685,24.79479695,22,29.4,20.8,25.1,56.56855259,0.052155849,0.605970149,149.1895175,50,0.15
5/03/2019,24.33151536,24.44619413,24.49578561,22,29.2,20.8,25,57.7573324,0.046738128,0.537918994,131.0293296,50,0.15
6/03/2019,24.33318398,24.4639625,24.53721957,22,35.5,21.9,28.7,56.84842707,0.048142676,0.535239911,115.7737528,50,0.15
7/03/2019,23.77854839,23.90346616,23.9920525,22,21.7,17.7,19.7,53.15243517,0.052474383,0.358412397,92.56483238,50,0.15
8/03/2019,23.91081491,24.03286797,24.13561908,22,28.2,18.2,23.2,56.32027795,0.060698358,0.406411876,126.436513,50,0.15
9/03/2019,25.04891333,25.1377413,25.19500328,22,24.1,21.1,22.6,59.38082731,0.041040381,0.731122784,32.32370322,50,0.15
10/03/2019,25.75697051,25.84473525,25.88809316,22,30.1,19.5,24.8,59.51239946,0.041714812,0.914343164,54.77647453,50,0.15
11/03/2019,24.54312153,24.60295486,24.62220486,22,28.2,21.3,24.75,57.27534722,0.050702431,0.5784375,124.6270833,50,0.15
12/03/2019,24.30681834,24.40591872,24.44957972,22,35.1,20.8,27.95,56.67627648,0.048976381,0.524105592,138.6092393,50,0.15
13/03/2019,23.94337153,24.02001389,24.04842014,22,23.4,19.1,21.25,57.334375,0.041926736,0.429513889,97.69166667,50,0.15
14/03/2019,23.85146895,23.93366364,23.96866015,22,27.8,19.6,23.7,58.07083043,0.041988486,0.419609211,117.192254,50,0.15
15/03/2019,23.63773756,23.72400627,23.75986077,22,24.2,17.6,20.9,57.71179951,0.040381135,0.361573268,115.4190741,50,0.15
16/03/2019,24.74357911,24.81491167,24.83994624,22,24.6,18,21.3,57.90552995,0.032922427,0.652956989,30.17434716,50,0.15
17/03/2019,24.76309761,24.84839309,24.87529548,22,20.7,19.1,19.9,60.00199203,0.030457503,0.671447543,19.81440903,50,0.15
18/03/2019,23.75425511,23.83696351,23.87113827,22,22,17.6,19.8,58.53766321,0.041373619,0.394174757,106.1067961,50,0.15
19/03/2019,23.7809997,23.83709908,23.86439155,22,26.6,18.3,22.45,57.60547456,0.037303481,0.393484082,148.2094615,50,0.15
20/03/2019,23.72364816,23.81689257,23.85160058,22,27.3,18.8,23.05,57.72134102,0.04074261,0.383237203,151.8561644,50,0.15
21/03/2019,23.75919199,23.84160529,23.87849482,22,26.2,19,22.6,58.25777619,0.039981766,0.396031462,122.4587058,50,0.15
22/03/2019,23.68006153,23.76768006,23.80634817,22,27,19.2,23.1,58.38762215,0.039188925,0.378682591,115.3771263,50,0.15
23/03/2019,25.00335235,25.08291013,25.11100571,22,27.9,17.5,22.7,59.25285307,0.030759986,0.731883024,56.26676177,50,0.15
24/03/2019,25.77361814,25.8767827,25.90067511,22,32.2,18.6,25.4,59.66350211,0.01214346,0.933333333,59.2278481,50,0.15
25/03/2019,25.47633652,25.55983063,25.582419,22,25.6,19.5,22.55,58.82731959,0.038912739,0.845156538,155.6395434,50,0.15
26/03/2019,24.16295836,24.23583638,24.26414901,22,26.3,17.2,21.75,54.41234478,0.048592403,0.466910153,113.9908692,50,0.15
27/03/2019,23.90732292,23.98487468,24.02390846,22,23.6,14.7,19.15,48.74754813,0.046520886,0.357210316,158.0243371,50,0.15
28/03/2019,23.69966479,23.79592394,23.84402254,22,26.7,16.4,21.55,53.02901408,0.047619718,0.336028169,126.3664789,50,0.15
29/03/2019,23.72458658,23.79505772,23.82805304,22,27.3,17.4,22.35,55.79095164,0.04576131,0.36124805,145.3110764,50,0.15
30/03/2019,24.85652127,24.90926099,24.92627253,22,25.5,17.9,21.7,57.66077866,0.030331291,0.670043259,50.65356885,50,0.15
31/03/2019,24.85895655,24.93428775,24.95847934,22,22.6,12.2,17.4,47.9985755,0.030456197,0.603917379,68.30128205,50,0.15
1/04/2019,23.75247401,23.8144317,23.83590893,22,20.7,12.8,16.75,50.75475081,0.044597347,0.329401219,132.8662603,50,0.15
2/04/2019,23.63205967,23.7024982,23.72979511,22,23.5,14.4,18.95,55.38389648,0.044442847,0.328324946,107.0104242,50,0.15
3/04/2019,23.57021334,23.67796354,23.72801009,22,25.4,15.6,20.5,57.04111715,0.040473235,0.33390225,157.1896819,50,0.15
4/04/2019,23.38523666,23.48944062,23.53604131,22,23.5,16.2,19.85,57.78399312,0.044730637,0.292900172,127.5365749,50,0.15
5/04/2019,23.11625648,23.24087694,23.29199434,22,23.8,17.7,20.75,58.65299387,0.042852428,0.229891561,115.2668553,50,0.15
6/04/2019,24.34372931,24.50833333,24.57413712,22,27.6,16.7,22.15,58.30732861,0.030597518,0.56501182,114.6453901,50,0.15
7/04/2019,25.51653465,25.66981436,25.7299505,22,25.3,18.4,21.85,56.93440594,0.046295792,0.839480198,74.92264851,50,0.15
8/04/2019,24.27662215,24.40864283,24.47164584,22,32.5,18.3,25.4,51.49806118,0.047173201,0.48074106,104.3563119,50,0.15
9/04/2019,23.88634355,23.99697024,24.06003156,22,28.1,19.2,23.65,48.72633003,0.046811542,0.354688909,109.4720469,50,0.15
10/04/2019,23.38985608,23.51026167,23.5724553,22,20.9,13.3,17.1,47.70737026,0.037250327,0.239380724,141.4788487,50,0.15
11/04/2019,23.23188826,23.37136423,23.43699437,22,20.4,12,16.2,49.45430922,0.032899091,0.209787787,115.0718926,50,0.15
12/04/2019,23.17501323,23.30696649,23.36647266,22,24.3,14.1,19.2,52.97045855,0.03240388,0.218474427,116.1679894,50,0.15
13/04/2019,24.38804672,24.49286779,24.53606859,22,26.8,14.4,20.6,53.42246521,0.030003976,0.532157058,49.43588469,50,0.15
14/04/2019,24.96453163,25.04897989,25.08587052,22,23.7,16.4,20.05,52.52525748,0.035433546,0.662677783,81.1451692,50,0.15
15/04/2019,23.82811028,23.91954386,23.97066165,22,23.5,14,18.75,54.50225564,0.044514286,0.385714286,141.9303258,50,0.15
16/04/2019,23.62665179,23.72750992,23.78668155,22,25.2,14.4,19.8,56.04761905,0.042187996,0.344791667,143.8541667,50,0.15
17/04/2019,23.58483258,23.68464768,23.74467766,22,25.5,15.2,20.35,56.49825087,0.040757121,0.33988006,154.9890055,50,0.15
18/04/2019,23.511875,23.61589286,23.68229167,22,26.5,15.4,20.95,56.76041667,0.043160218,0.317162698,144.7088294,50,0.15
19/04/2019,24.69089916,24.79467462,24.84877298,22,26.9,17.3,22.1,56.00745156,0.031623944,0.623348236,113.6567312,50,0.15
20/04/2019,25.59859329,25.67795656,25.71421027,22,25.9,16.5,21.2,56.34945706,0.036147581,0.853849951,51.17670286,50,0.15
21/04/2019,26.24086614,26.30573327,26.33046752,22,26.4,17.8,22.1,57.46604331,0.038758858,1.023966535,65.94143701,50,0.15
22/04/2019,26.70247269,26.76510427,26.78633069,22,26.8,18.8,22.8,55.19265144,0.040845084,1.119761668,120.3232373,50,0.15
23/04/2019,24.5027008,24.57575803,24.61438755,22,25.6,18.7,22.15,56.062751,0.047381526,0.564558233,128.309739,50,0.15
24/04/2019,23.80129191,23.90157791,23.96037475,22,26.3,17.2,21.75,54.95118343,0.044893984,0.377810651,138.9506903,50,0.15
25/04/2019,25.25925908,25.36953754,25.41368971,22,26.8,16,21.4,52.91695674,0.030039781,0.747389359,121.6275485,50,0.15
26/04/2019,24.63620056,24.73888022,24.78547632,22,29.5,17.5,23.5,48.72367688,0.041122006,0.551197772,139.475766,50,0.15
27/04/2019,25.23047536,25.34088696,25.37853913,22,21,13.8,17.4,42.85333333,0.037896812,0.659246377,64.39246377,50,0.15
28/04/2019,25.5156085,25.63507463,25.6730884,22,24,10.7,17.35,43.67508611,0.038750287,0.738863375,81.02296211,50,0.15
29/04/2019,24.00875866,24.09969977,24.14281755,22,22.4,12.5,17.45,48.64722864,0.047060046,0.38573903,136.154157,50,0.15
30/04/2019,23.81243007,23.91594406,23.96608974,22,25.6,14.8,20.2,54.7488345,0.047803613,0.380944056,127.0268065,50,0.15
1/05/2019,23.52365585,23.62273465,23.66098494,22,22.5,17.7,20.1,56.32387022,0.041195249,0.323174971,120.2699884,50,0.15
2/05/2019,23.40103368,23.50569106,23.55228223,22,24.7,19.2,21.95,56.8699187,0.040524971,0.292799071,156.0917538,50,0.15
3/05/2019,23.21071777,23.36996012,23.42339832,22,24.1,18.9,21.5,57.11696943,0.030395658,0.260389898,127.3704032,50,0.15
4/05/2019,24.21951729,24.34645328,24.37351316,22,22.4,17.2,19.8,51.58027878,0.013553175,0.475271038,86.98270521,50,0.15
5/05/2019,24.22772611,24.34485181,24.36924885,22,19.4,11.7,15.55,45.1185488,0.013001533,0.431578947,106.2915176,50,0.15
6/05/2019,23.35938465,23.54929096,23.61461889,22,20.9,12.2,16.55,39.36920739,0.027885794,0.183084325,244.9979742,50,0.15
7/05/2019,23.21941843,23.42979156,23.5030597,22,23.4,9.8,16.6,36.97992795,0.025468348,0.133504889,250.7063819,50,0.15
8/05/2019,23.21116927,23.42052865,23.49964583,22,21.2,13.5,17.35,31.79114583,0.023579167,0.097213542,251.6773438,50,0.15
9/05/2019,22.99189329,23.22708884,23.29342139,22,21.6,9.6,15.6,32.86790987,0.022801606,0.054597255,235.5410515,50,0.15
10/05/2019,22.96448092,23.19187023,23.28574555,22,20.2,13.2,16.7,34.1653944,0.020690076,0.059669211,208.0575064,50,0.15
11/05/2019,23.46106222,23.63194481,23.66879458,22,21.1,10.5,15.8,32.17912002,0.012652174,0.155740693,115.782869,50,0.15
12/05/2019,24.10335484,24.24201806,24.26883355,22,22.5,10.3,16.4,32.69109677,0.014497032,0.313393548,127.5832258,50,0.15
13/05/2019,23.35905277,23.54511712,23.62319434,22,24,10.3,17.15,43.94002574,0.029402831,0.213487773,224.3446589,50,0.15
14/05/2019,23.35497948,23.56612365,23.65469472,22,24,13.2,18.6,45.14032837,0.027588763,0.229040534,216.174705,50,0.15
15/05/2019,22.93123288,23.25084213,23.41751853,22,24.5,11.7,18.1,47.24298226,0.039353245,0.14096115,281.8261846,50,0.15
16/05/2019,23.00229782,23.23569976,23.38479903,22,23.5,12.3,17.9,47.46246973,0.039086441,0.152009685,286.6348668,50,0.15
17/05/2019,23.36530342,23.44044595,23.47184872,22,23.8,12,17.9,48.3911939,0.028976291,0.22853514,235.9853232,50,0.15
18/05/2019,24.26653588,24.37463316,24.4288659,22,23.7,12.6,18.15,48.81241602,0.018998119,0.468126848,102.853534,50,0.15
19/05/2019,24.89446036,24.93377353,24.92533811,22,24.3,13.7,19,48.02413153,0.017879077,0.573879608,107.1453195,50,0.15
20/05/2019,23.85061192,23.93329536,23.92752583,22,23.2,13.5,18.35,49.78384106,0.030859868,0.322066225,200.1486093,50,0.15
21/05/2019,23.63632823,23.73383024,23.77390008,22,27.1,12.8,19.95,48.07413376,0.032735428,0.254123019,221.4971797,50,0.15
22/05/2019,23.62704244,23.73296021,23.7795756,22,25.2,14.1,19.65,49.07161804,0.034134218,0.260318302,229.6233422,50,0.15
23/05/2019,23.54657698,23.66626265,23.72319659,22,25.2,14.3,19.75,52.89770911,0.037907299,0.263239212,214.5253063,50,0.15
24/05/2019,23.37517334,23.52027412,23.60802204,22,24.5,13.4,18.95,48.80999731,0.032365224,0.20268745,202.9013706,50,0.15
25/05/2019,24.40790986,24.51745915,24.58909859,22,26.7,12.1,19.4,42.40056338,0.020570704,0.409464789,110.7504225,50,0.15
26/05/2019,24.91215562,24.97819597,24.98224496,22,23.6,15.1,19.35,39.31585014,0.015935159,0.512247839,85.07146974,50,0.15
27/05/2019,23.66033266,23.79062482,23.81602546,22,20.1,11.5,15.8,31.17240382,0.024530518,0.153572462,200.4020827,50,0.15
28/05/2019,23.01047837,23.19992266,23.31455457,22,19.1,9,14.05,26.39215125,0.029623317,-0.038642223,206.7613864,50,0.15
29/05/2019,22.97776685,23.17873011,23.27450969,22,19.2,12.2,15.7,27.0462829,0.027901649,-0.044113393,228.3760486,50,0.15
30/05/2019,22.72511984,22.93421889,23.03226682,22,17.1,8.3,12.7,24.23823275,0.029799596,-0.121946289,218.570026,50,0.15
31/05/2019,22.59221427,22.81574334,22.89614151,22,20.9,7.6,14.25,26.54712117,0.029249785,-0.141936408,208.2085362,50,0.15
1/06/2019,23.05075423,23.2392257,23.31032693,22,19.8,10,14.9,31.22512188,0.016103527,-0.00111844,74.82649842,50,0.15
2/06/2019,23.5267555,23.68676999,23.71567787,22,21.4,10.5,15.95,35.46494786,0.016413963,0.143655852,97.21958285,50,0.15
3/06/2019,23.04472648,23.223201,23.26699906,22,19.6,12.4,16,36.46545796,0.025015942,0.033979369,186.966552,50,0.15
4/06/2019,22.68371519,22.88750633,22.99075949,22,13.8,7.3,10.55,35.96075949,0.023473418,-0.052341772,168.1012658,50,0.15
5/06/2019,22.50911378,22.72184264,22.79795262,22,15,9.1,12.05,38.9704592,0.025147119,-0.07496344,181.6139222,50,0.15
6/06/2019,22.56305142,22.77297836,22.84491711,22,19.2,6.9,13.05,36.21129531,0.024969092,-0.077381287,232.734476,50,0.15
7/06/2019,22.5059694,22.74394318,22.84266313,22,14.6,10,12.3,41.08710584,0.02392788,-0.060037465,118.3353106,50,0.15
8/06/2019,22.61345105,22.80875774,22.85230483,22,14.6,11.1,12.85,47.27261462,0.017901487,0.001146221,66.97242875,50,0.15
9/06/2019,23.28411208,23.41050311,23.43130012,22,22.1,10.9,16.5,44.03910336,0.017841096,0.112752179,154.9262765,50,0.15
10/06/2019,23.85473017,23.9963816,24.02230905,22,21.7,11.4,16.55,42.98112651,0.014925391,0.282394574,156.1672073,50,0.15
11/06/2019,23.50284374,23.67698036,23.72028731,22,22.7,11.7,17.2,43.88566403,0.026009381,0.20665494,183.8466725,50,0.15
12/06/2019,23.14521189,23.34154797,23.40942025,22,22.5,10.7,16.6,46.7133608,0.027211595,0.135785756,170.1865803,50,0.15
13/06/2019,23.16987515,23.39527101,23.49072473,22,23.7,12.5,18.1,44.8182095,0.026667783,0.136388551,160.4482339,50,0.15
14/06/2019,22.85235294,23.12981532,23.23949726,22,19.5,10.4,14.95,37.85601915,0.027957934,0.008655491,193.4408345,50,0.15
15/06/2019,23.14700954,23.36000341,23.4328406,22,20.4,8.6,14.5,35.04529973,0.018650545,0.052213896,129.6951635,50,0.15
16/06/2019,23.31589314,23.53518828,23.5854683,22,15.4,11.7,13.55,38.97457354,0.012679112,0.12903122,53.38783392,50,0.15
17/06/2019,22.8444385,23.10009507,23.16273024,22,15.6,11,13.3,44.81758764,0.019237374,0.057100416,119.5142602,50,0.15
18/06/2019,22.87090909,23.10302418,23.161558,22,19.4,11,15.2,46.80318335,0.029502602,0.068564432,172.4205693,50,0.15
19/06/2019,22.49128655,22.76593567,22.87176901,22,17.1,8.6,12.85,38.64181287,0.028533626,-0.085087719,197.5252193,50,0.15
20/06/2019,22.43207064,22.74426118,22.85406351,22,17,6.2,11.6,33.64679196,0.026352236,-0.118340894,207.6795204,50,0.15
21/06/2019,22.28987549,22.60525557,22.72736239,22,15.7,7.2,11.45,31.25688073,0.029525557,-0.17257536,203.0635649,50,0.15
22/06/2019,22.27690599,22.58525113,22.68978751,22,15.6,6.6,11.1,29.87153896,0.01787991,-0.182936252,102.9871217,50,0.15
23/06/2019,22.25923101,22.55842707,22.62928821,22,16.1,6.8,11.45,31.69939625,0.013192247,-0.183158564,86.76962186,50,0.15
24/06/2019,22.31782023,22.65067335,22.73816474,22,17.6,9.3,13.45,38.24177889,0.018723458,-0.123144378,132.1431256,50,0.15
25/06/2019,22.43453188,22.7579689,22.86588491,22,17.5,10.9,14.2,45.3748056,0.027929393,-0.048615863,163.7073095,50,0.15
26/06/2019,22.51616324,22.82088689,22.93091902,22,18.8,11.7,15.25,47.97750643,0.02933162,-0.010700514,186.7667095,50,0.15
27/06/2019,22.59378605,22.93340155,23.03616744,22,20.7,10.3,15.5,48.10449612,0.028581705,0.005860465,206.6834109,50,0.15
28/06/2019,22.69727989,23.03704351,23.16688935,22,21.1,11.4,16.25,47.81843097,0.028568345,0.034189791,199.1127098,50,0.15
29/06/2019,23.1728021,23.50729892,23.60415264,22,21.2,9.4,15.3,46.1369248,0.017514029,0.135129068,107.3973064,50,0.15
30/06/2019,23.70315692,24.0377091,24.10676166,22,18.2,10.4,14.3,41.78238342,0.013879349,0.242376018,83.90525537,50,0.15
1/07/2019,23.22376566,23.55604274,23.6466028,22,18.8,7.1,12.95,34.91488578,0.019319823,0.080324245,171.5151069,50,0.15
